checklist_id;count;latitude.x;longitude.x;julian_date;year;minutes_since_dawn;duration;data_source;DistanceToRiver;CanopyCover_165;ConiferCover_165;HardwoodCover_165;ShrubCover_165;OakCover_165;DiameterDiversityIndex_165;TreeBasalArea_165;DensityLiveTrees_165;CompoundTopographicIndex_mean165;Elevation_mean165;Slope_mean165;TemperateFreshwaterMeadowMarsh_165;CultivatedCropland_165;PastureHay_165;WoodyAgriculture_165;TemperateGrasslandShrublandMeadow_165;TemperateForest_165;DevelopedOpenSpace_165;DevelopedLowIntensity_165;DevelopedMediumIntensity_165;DevelopedHighIntensity_165;UplandPrairieSavannah_165;WetPrairie_165;Oaks_165;CanopyCover_315;ConiferCover_315;HardwoodCover_315;ShrubCover_315;OakCover_315;DiameterDiversityIndex_315;TreeBasalArea_315;DensityLiveTrees_315;CompoundTopographicIndex_mean315;Elevation_mean315;Slope_mean315;TemperateFreshwaterMeadowMarsh_315;CultivatedCropland_315;PastureHay_315;WoodyAgriculture_315;TemperateGrasslandShrublandMeadow_315;TemperateForest_315;DevelopedOpenSpace_315;DevelopedLowIntensity_315;DevelopedMediumIntensity_315;DevelopedHighIntensity_315;UplandPrairieSavannah_315;WetPrairie_315;Oaks_315
44.8266821_-123.5262474_168_14_318.03_ebird;0;44.8266821;-123.5262474;168;14;318.03;5;ebird;42.42640686;59.73458099;54.58729935;8.116652489;36.86719513;0.139832243;2.594796658;28.90481949;995.1425781;6.194052696;2325.596436;12.54370213;0;0;0;0;0;19.00826454;11.57024765;0;0;0;0;0;0;59.35723495;55.31827164;6.582229614;31.78171158;0.144417688;2.494074106;27.19470787;1007.204773;6.405522823;2313.999023;13.79424191;0;0;0;0;0.226757362;37.64172363;8.163265228;0;0;0;0;0;0
44.82258_-123.2452_174_13_109.4_ebird;1;44.82258;-123.2452;174;13;109.4;10;ebird;0;0;0;0;0;0;0;0;0;10.0142622;214.6319733;1.051458716;0;31.40495872;57.85123825;0;0;0;4.958677769;5.785123825;0;0;0;0;0;0;0;0;0;0;0;0;0;9.075223923;221.5326691;1.739474177;0.453514725;29.9319725;60.31745911;0.226757362;4.53514719;0;2.267573595;2.267573595;0;0;4.53514719;0.453514725;0
44.82244_-123.24071_174_13_99.42_ebird;1;44.82244;-123.24071;174;13;99.42;5;ebird;192.0937347;0;0;0;0;0;0;0;0;8.357301712;234.5301971;2.687268972;0;44.62809753;49.58677673;0;0;0;0;5.785123825;0;0;0;0;0;0;0;0;0;0;0;0;0;8.351642609;236.9590454;2.478695869;0.226757362;46.25850296;49.20634842;0;0;0;0;4.308390141;0;0;0;0.226757362;0
44.82215_-123.23444_174_13_126.43_ebird;1;44.82215;-123.23444;174;13;126.43;13;ebird;551.5432739;0;0;0;0;0;0;0;0;7.049904823;276.4666138;3.755697727;0;0.826446295;67.76859283;10.74380207;0;0;9.090909004;11.57024765;0;0;0;0;0;0;0;0;0;0;0;0;0;7.281429291;261.6504517;3.655215502;0;14.7392292;69.38775635;3.6281178;0;0;4.761904716;7.482993126;0;0;0;0;0
44.81641_-123.33577_174_13_410.98_ebird;1;44.81641;-123.33577;174;13;410.98;10;ebird;296.9848633;20.71460724;10.13852692;12.76736736;16.49651909;7.581544399;1.083210707;7.774143696;271.8226929;7.369479656;307.9752808;4.093945503;0;0;45.45454407;4.132231236;0;42.97520828;7.438016415;0;0;0;0;0;42.97520828;19.81778526;11.43576431;10.49801636;16.31169128;4.95473814;1.005787253;7.262917042;279.3648987;7.518431187;296.5335999;4.106370449;0;0.453514725;47.16553116;3.174603224;2.040816307;40.81632614;6.349206448;0;0;0;2.040816307;0;40.81632614
44.81359_-123.32949_174_13_398.98_ebird;2;44.81359;-123.32949;174;13;398.98;5;ebird;108.1665421;3.569497585;2.595761061;1.146403313;3.522652864;0.988196671;0.127243802;0.779162824;83.89398193;7.556973934;257.1502686;4.409722805;0;1.65289259;76.8595047;0;1.65289259;10.74380207;9.090909004;0;0;0;1.65289259;0;10.74380207;12.89722633;6.700777531;7.429253578;11.25312614;4.269085884;0.588048279;4.315363884;266.6939697;8.13574791;258.3132629;3.349261999;0;22.44898033;41.72335434;1.360544205;4.308390141;23.12925148;7.02947855;0;0;0;4.308390141;0;12.24489784
44.81294_-123.29642_174_13_303.12_ebird;0;44.81294;-123.29642;174;13;303.12;5;ebird;300;8.248002052;3.16995883;5.553730488;7.738081932;3.995954514;0.464381814;3.825847864;163.1515961;7.543930054;325.4272461;3.548283339;0;0;45.45454407;0;9.917355537;20.66115761;19.83471107;4.132231236;0;0;9.917355537;0;13.22314072;7.562963963;4.214972019;4.172021389;5.340632439;2.323081493;0.411496133;3.181655884;149.1777496;7.43413353;318.5613403;3.559993267;0;3.401360512;55.7823143;0.226757362;11.56462574;17.00680351;10.88435364;1.133786798;0;0;11.56462574;0;11.79138279
44.81178_-123.25243_174_13_209.28_ebird;1;44.81178;-123.25243;174;13;209.28;25;ebird;150;0;0;0;0;0;0;0;0;7.09590292;347.7597046;4.464784145;0;62.80991745;0;30.57851219;0;0;5.785123825;0.826446295;0;0;0;0;0;0;0;0;0;0;0;0;0;7.392937183;342.083252;4.551475048;0;67.12017822;0;29.0249424;0;0;2.721088409;1.133786798;0;0;0;0;0
44.81156_-123.23535_174_13_142.35_ebird;1;44.81156;-123.23535;174;13;142.35;7;ebird;256.3200989;0;0;0;0;0;0;0;0;7.328021526;304.7201843;3.88438797;0;36.36363602;41.32231522;13.22314072;0;0;0;8.264462471;0.826446295;0;0;0;0;0;0;0;0;0;0;0;0;7.472877979;302.536438;3.893504858;0;29.4784584;43.99092865;19.72789192;0;0;1.133786798;3.401360512;2.267573595;0;0;0;0
44.8080865_-123.4959412_165_13_203.67_ebird;0;44.8080865;-123.4959412;165;13;203.67;9;ebird;30;26.48561859;24.44445229;4.508945465;16.90715218;0;1.364852905;13.71340561;236.4466095;6.035209179;1674.156982;19.13912773;0;0;0;0;0;84.2975235;15.70247936;0;0;0;0;0;0;30.58003426;26.81249809;7.695156097;19.39227295;0.400497049;1.666101813;16.0474453;297.7848816;5.881752491;1665.179199;22.39357376;0;0;0;0;0;83.67346954;16.32653046;0;0;0;0;0;0
44.805335_-123.50176_151_14_391.33_ebird;0;44.805335;-123.50176;151;14;391.33;17;ebird;30;67.15810394;61.42853546;16.15452385;29.49361992;0;4.352802277;40.5809021;661.2607422;6.12378788;1675.508545;17.65899277;0;0;0;0;0;73.55371857;10.74380207;0;0;0;0;0;0;55.87127304;51.45732117;11.5936203;33.86841583;0;3.884043694;36.07001495;544.8625488;6.260189056;1688.714844;18.73841095;0;0;0;0;0;78.68480682;9.523809433;0;0;0;0;0;0
44.80576_-123.29644_174_13_286.07_ebird;3;44.80576;-123.29644;174;13;286.07;13;ebird;436.8065796;21.85866165;17.41104889;7.227220535;11.73234558;4.290008545;1.188937187;9.613014221;327.9718933;7.500687599;319.487854;2.760400772;0;0;51.2396698;3.305785179;0;32.23140335;13.22314072;0;0;0;0;0;15.70247936;15.77882862;12.56354523;5.004746914;7.930573463;3.192037344;0.832301378;6.919140816;237.8008881;7.402224064;305.0381165;4.079232693;0;0.90702945;59.63718796;3.6281178;0.226757362;24.94330978;10.65759659;0;0;0;0.226757362;0;14.5124712
44.80293_-123.29636_174_13_269.05_ebird;4;44.80293;-123.29636;174;13;269.05;15;ebird;330;15.10898113;14.43280125;1.910528898;5.991813183;0.44226861;0.679266095;6.481737137;223.6096039;6.674562931;311.1908569;5.707590103;0;0;60.33057785;0;0;22.31404877;17.35537148;0;0;0;0;0;11.57024765;14.94825745;9.817229271;7.173498631;10.33136177;2.798741579;0.731849432;5.65457201;258.5142822;6.988052845;285.4017334;5.69785881;0;2.040816307;62.35827637;3.174603224;0;23.58276558;8.163265228;0.680272102;0;0;0;0;15.8730154
44.80285_-123.2907_174_13_259.07_ebird;0;44.80285;-123.2907;174;13;259.07;10;ebird;30;6.404091835;2.018605709;4.513367653;7.408745289;5.133448601;0.358919829;2.696972847;127.5650177;8.725615501;235.9362793;4.280455112;0;0;71.07437897;1.65289259;0;11.57024765;10.74380207;4.958677769;0;0;0;0;9.090909004;6.338863373;3.419062614;3.540990114;5.628168106;2.828793287;0.314881861;2.413271904;121.1907501;8.02889061;249.1716003;4.282975674;0;0;75.0566864;3.174603224;0;11.11111069;7.482993126;3.174603224;0;0;0;0;7.936507702
44.8043_-123.25227_174_13_194.23_ebird;4;44.8043;-123.25227;174;13;194.23;10;ebird;127.2792206;0;0;0;0;0;0;0;0;8.324344635;253.6029663;2.727779865;0;42.97520828;30.57851219;9.090909004;0;0;12.39669418;4.958677769;0;0;0;0;0;0;0;0;0;0;0;0;0;8.36178875;258.0702209;2.575817108;0;35.82766342;48.75283432;4.081632614;0;0;7.02947855;4.308390141;0;0;0;0;0
44.80448_-123.24931_174_13_183.25_ebird;2;44.80448;-123.24931;174;13;183.25;6;ebird;296.9848633;0;0;0;0;0;0;0;0;7.675550461;276.6546326;3.708251715;0;77.68595123;3.305785179;6.611570358;0;0;0;12.39669418;0;0;0;0;0;0;0;0;0;0;0;0;0;7.958122253;273.1217651;3.193497419;0;59.63718796;19.04761887;5.668934345;0;0;7.02947855;8.616780281;0;0;0;0;0
44.80364_-123.23522_173_13_174.57_ebird;3;44.80364;-123.23522;173;13;174.57;10;ebird;241.8677368;0;0;0;0;0;0;0;0;7.130783081;332.7539978;3.771081209;0;5.785123825;68.59503937;2.479338884;0;0;0;23.1404953;0;0;0;0;0;0;0;0;0;0;0;0;0;7.442106724;325.1352844;3.448251963;0;18.36734772;68.02721405;2.267573595;0;0;0.680272102;10.65759659;0;0;0;0;0
44.80135_-123.23521_173_13_162.55_ebird;3;44.80135;-123.23521;173;13;162.55;10;ebird;480.9365845;0;0;0;0;0;0;0;0;7.982504845;314.3123474;3.081232548;0;0;83.47107697;0;0;0;0;16.52892494;0;0;0;0;0;0;0;0;0;0;0;0;0;7.73803997;316.4478149;2.884133577;0;7.02947855;83.21995544;0;0;0;0;9.750566483;0;0;0;0;0
44.79922_-123.31514_174_13_382.95_ebird;1;44.79922;-123.31514;174;13;382.95;6;ebird;30;17.81199265;8.41012764;11.52399158;16.76404381;9.310576439;0.964863658;5.261420727;318.6619568;9.213809967;210.7820282;1.716410995;0;4.132231236;43.801651;0;0;40.49586868;3.305785179;8.264462471;0;0;0;0;0.826446295;16.72906685;6.943772316;12.0996151;15.86288548;7.67563343;0.863773465;5.427952766;344.82901;9.149711609;214.8670654;1.5471071;0;31.06575966;30.83900261;0.226757362;0;31.97278976;2.721088409;3.174603224;0;0;0;0;2.040816307
44.8007_-123.26365_174_13_246.17_ebird;1;44.8007;-123.26365;174;13;246.17;7;ebird;30;5.72437048;1.7480793;4.268619061;4.699129105;3.680014849;0.3424595;2.260401726;105.7957153;8.021913528;229.78862;3.17103076;0;14.87603283;62.80991745;0;0;13.22314072;3.305785179;5.785123825;0;0;0;0;8.264462471;3.162224054;0.698054433;2.544377565;2.684171915;2.544932127;0.18000409;1.265949488;57.63897324;8.111635208;235.5387878;3.063056946;0;20.63492012;63.94557953;0.90702945;0;6.122448921;4.308390141;4.081632614;0;0;0;0;3.6281178
44.79969_-123.20167_173_13_249.67_ebird;3;44.79969;-123.20167;173;13;249.67;10;ebird;30;0;0;0;0;0;0;0;0;8.216116905;276.4498901;3.777968645;0;46.2809906;44.62809753;0.826446295;0;0;0;8.264462471;0;0;0;0;0;0;0;0;0;0;0;0;0;7.672899246;292.1813965;4.27585268;0;49.43310547;35.82766342;7.709750652;0;0;0;7.02947855;0;0;0;0;0
44.79968_-123.19488_173_13_272.7_ebird;0;44.79968;-123.19488;173;13;272.7;5;ebird;284.6049805;1.956105709;0.103368595;1.88800168;1.478726387;2.050161123;0.131542146;0.687495053;31.16114807;7.233042717;359.3244324;3.797600031;0;5.785123825;42.14876175;38.84297562;0;4.132231236;0;9.090909004;0;0;0;0;4.132231236;0.536709309;0.028361904;0.518023133;0.405727655;0.562515855;0.036092065;0.188632429;8.549884796;7.18296957;349.9940186;3.939601421;0;37.18820953;35.82766342;21.08843613;0;1.133786798;0;4.761904716;0;0;0;0;1.133786798
44.79806_-123.31895_174_13_373.92_ebird;1;44.79806;-123.31895;174;13;373.92;5;ebird;108.1665421;15.03190804;6.254233837;9.709384918;15.51603603;8.738625526;0.757153749;5.877819061;298.8973389;10.12428856;212.840744;1.181626916;0;53.7190094;16.52892494;0;0;29.75206566;0;0;0;0;0;0;0;14.12856388;5.777235985;9.707080841;14.17358017;7.468262196;0.753953278;4.744396687;265.6089783;9.688073158;214.4270172;1.204198599;0;25.62358284;39.00226593;1.133786798;0;31.97278976;0.680272102;1.587301612;0;0;0;0;2.947845697
44.793475_-123.402772_147_14_274.58_ebird;1;44.793475;-123.402772;147;14;274.58;10;ebird;30;15.84378052;9.137410164;7.7215271;16.31342125;6.103630543;0.925306618;4.505960464;201.3824005;9.918808937;346.8518677;1.916416883;23.1404953;0;0;0;11.57024765;49.58677673;15.70247936;0;0;0;11.57024765;23.1404953;11.57024765;23.97488403;16.70518684;9.736408234;18.9649334;5.474405289;1.162388921;7.415288448;341.9415283;9.04884243;355.4580383;2.807525635;11.79138279;0;0;0;12.92516994;56.6893425;13.8321991;0;0;0;12.92516994;11.79138279;20.86167717
44.793888_-123.344894_149_14_406.95_ebird;0;44.793888;-123.344894;149;14;406.95;17;ebird;189.7366638;0;0;0;0;0;0;0;0;7.816035748;293.4589233;2.778859377;0;0.826446295;75.20661163;1.65289259;0;0;14.87603283;7.438016415;0;0;0;0;0;1.524054885;0.279799759;1.309249878;1.401735544;1.29187274;0.097784579;0.525942206;25.69001007;7.788975716;284.7048645;3.367231846;0;8.843537331;71.88208771;1.587301612;1.133786798;4.53514719;8.163265228;3.854875326;0;0;1.133786798;0;4.53514719
44.79515_-123.30401_174_13_359.97_ebird;1;44.79515;-123.30401;174;13;359.97;10;ebird;361.2478333;0;0;0;0;0;0;0;0;7.996376514;256.2980652;2.062766552;0;12.39669418;56.198349;0.826446295;0;0;4.958677769;13.22314072;0;12.39669418;0;0;0;1.61290884;0.742341936;0.99440366;2.05685544;0.696113169;0.084201813;0.473713368;30.46417046;7.596471786;246.9525757;3.52754283;0;38.32199478;41.49659729;2.947845697;0;2.721088409;1.587301612;7.936507702;0;4.988662243;0;0;0.453514725
44.791381_-123.509577_150_17_414.52_ebird;0;44.791381;-123.509577;150;17;414.52;6;ebird;84.85281372;71.77776337;60.50868988;19.17386055;28.70425987;0;2.755355358;31.3943615;1327.44873;5.793780804;1771.369873;22.29686737;0;0;0;0;0;69.4214859;2.479338884;7.438016415;0;0;0;0;0;70.58415985;61.38526535;16.18926239;25.96478271;0.177720189;2.779191732;31.94601822;1219.16748;5.873205662;1799.008179;21.16381645;0;0;0;0;0;63.26530457;7.482993126;2.947845697;0;0;0;0;0
44.7895616_-123.5406201_127_17_316.65_ebird;0;44.7895616;-123.5406201;127;17;316.65;6;ebird;0;74.95249176;72.75592041;4.102679253;46.01662827;0.279664487;3.689668655;42.79940414;1140.624023;6.84197998;2626.512451;12.56454086;0;0;0;0;0;67.76859283;4.958677769;2.479338884;0;0;0;0;0;70.93863678;67.36701965;6.293902874;37.0811882;0.076733336;3.330241919;37.85656357;1097.283691;6.272437096;2676.470215;12.97158527;0;0;0;0;0;65.30612183;7.2562356;1.133786798;0;0;0;0;0
44.7903214_-123.5373323_127_17_311.67_ebird;0;44.7903214;-123.5373323;127;17;311.67;4;ebird;0;61.8168335;61.44176865;1.2139256;36.28017044;0;3.340337992;42.12277603;860.5300293;6.736053944;2593.827393;14.20160961;0;0;0;0;0;72.72727203;27.27272797;0;0;0;0;0;0;76.80085754;76.07450104;1.515796542;47.7338028;0.038366668;4.198189735;49.65369034;1049.369263;6.27570343;2638.669189;14.70575523;0;0;0;0;0;85.48752594;13.60544205;0;0;0;0;0;0
44.79172_-123.23521_173_13_149.47_ebird;3;44.79172;-123.23521;173;13;149.47;10;ebird;375.8989258;0;0;0;0;0;0;0;0;8.989884377;272.2095947;0.947880805;0;4.132231236;84.2975235;0;0;0;11.57024765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.583126068;264.21521;2.163979053;0;23.80952454;68.70748138;0.453514725;0;0;5.668934345;0;1.360544205;0;0;0;0
44.78809_-123.5158584_151_14_331.17_ebird;0;44.78809;-123.5158584;151;14;331.17;29;ebird;218.4032898;16.66385841;16.2304821;1.058045387;20.79282188;0;0.858814061;7.462660313;183.193512;6.116950035;2092.272949;13.31549358;0;0;0;0;0;100;0;0;0;0;0;0;0;27.67912865;26.20206833;3.720738173;21.57247162;0.173012242;1.508507729;14.30688572;329.9469604;6.258651257;2043.518921;13.60510349;0;0;0;0;0.226757362;90.02267456;4.761904716;0;0;0;0;0;0
44.78981_-123.22844_173_13_189.48_ebird;2;44.78981;-123.22844;173;13;189.48;10;ebird;632.850708;0;0;0;0;0;0;0;0;7.865113258;259.1949463;3.19818759;0;0;58.67768478;1.65289259;0;0;15.70247936;23.96694183;0;0;0;0;0;0.653544426;0.109211341;0.5443331;0.563038528;0.589580476;0.034182541;0.256270289;12.14164162;8.129029274;261.8040771;2.614797592;0;1.8140589;74.37641907;2.947845697;0;1.133786798;6.575963497;13.15192699;0;0;0;0;1.133786798
44.78955_-123.21049_173_13_221.55_ebird;1;44.78955;-123.21049;173;13;221.55;10;ebird;30;1.990061998;0.580489278;1.445440412;2.07892561;1.334295869;0.108838022;0.761193395;24.65348244;8.716958046;219.7800903;2.762169123;0;33.88429642;52.06611633;0;0;4.958677769;0;9.090909004;0;0;0;0;3.305785179;2.132051468;0.902708411;1.23918438;3.290751934;1.076974392;0.091677323;0.562111139;46.37040329;8.090396881;231.2086487;3.148646593;0;36.28117752;53.96825409;0;0;5.215419292;0;4.53514719;0;0;0;0;3.6281178
44.78759_-123.23532_173_13_135.45_ebird;4;44.78759;-123.23532;173;13;135.45;10;ebird;469.5742798;0;0;0;0;0;0;0;0;7.877493858;256.2975159;3.997196913;0;9.917355537;80.16529083;0;0;0;3.305785179;6.611570358;0;0;0;0;0;0.627888918;0.078300685;0.549588203;0.820973694;0.416601121;0.039736282;0.300280511;9.957369804;7.847080708;263.6667786;3.084183216;0;18.82086182;71.42857361;0.680272102;0;1.8140589;2.947845697;2.947845697;1.360544205;0;0;0;1.8140589
44.785854_-123.47658_150_17_394.62_ebird;1;44.785854;-123.47658;150;17;394.62;12;ebird;108.1665421;64.49501038;54.89149475;20.75563049;46.69187164;0.545964479;4.607686043;37.58652496;612.7655029;5.705758095;772.1384888;18.15376472;0;0;0;0;0;90.90908813;9.090909004;0;0;0;0;0;0;62.42222977;49.33738708;25.00350189;47.11808395;0.695512235;4.119078636;33.56470108;609.2767334;6.04373455;763.4934082;19.31612587;0;0;0;0;0;93.19728088;6.349206448;0;0;0;0;0;0
44.78374_-123.23392_173_13_124.42_ebird;1;44.78374;-123.23392;173;13;124.42;10;ebird;161.5549469;20.49813461;5.439920425;16.51992798;23.38709259;10.89880943;1.061333895;6.602441311;481.4847412;6.997369289;241.8710327;7.153310776;0;0;34.71074295;4.132231236;0;47.10743713;14.04958725;0;0;0;0;0;29.75206566;22.79664421;5.257990837;18.7743988;24.76569366;15.55963421;1.32370162;8.73361969;420.6706543;7.408511162;238.0733643;5.142641544;0;4.308390141;35.82766342;3.174603224;0;43.99092865;10.65759659;2.040816307;0;0;0;0;13.15192699
44.78404_-123.22845_173_13_112.45_ebird;4;44.78404;-123.22845;173;13;112.45;10;ebird;42.42640686;14.13993931;4.723239899;10.77141953;14.48802376;5.746219158;0.815098345;4.70088768;271.0397339;6.98790741;218.6828461;7.248312473;0;0;16.52892494;2.479338884;0;33.88429642;36.36363602;10.74380207;0;0;0;0;0.826446295;19.42757607;5.054557323;15.60743237;22.48594475;9.818833351;1.034872055;6.593765736;385.0889282;7.433263779;222.310257;5.124053955;0;0.226757362;32.87981796;1.360544205;0;41.04308319;17.68707466;6.802721024;0;0;0;0;3.6281178
44.78395_-123.21674_173_13_202.5_ebird;6;44.78395;-123.21674;173;13;202.5;10;ebird;212.1320343;6.787791729;3.443513155;3.810518265;6.941465855;2.69743228;0.393138021;2.029756308;112.7174683;7.362627029;273.9793701;4.298499584;0;0.826446295;71.07437897;5.785123825;0;16.52892494;0.826446295;4.958677769;0;0;0;0;6.611570358;10.18413162;3.820327997;7.118138313;10.78045464;5.835187435;0.574303389;3.191373348;192.7265778;7.426079273;259.6998596;4.663238525;0;12.24489784;61.90476227;2.040816307;0;19.95464897;1.133786798;2.721088409;0;0;0;0;6.575963497
44.7761067_-123.3431682_155_12_158.77_ebird;1;44.7761067;-123.3431682;155;12;158.77;15;ebird;0;6.638295174;2.913717508;3.890113354;9.813053131;1.492133856;0.290009916;1.829633117;120.777359;9.249302864;220.0203094;1.96653676;0;19.83471107;40.49586868;4.958677769;0;14.87603283;18.18181801;1.65289259;0;0;0;0;0;7.582310677;3.354816675;4.519691944;10.10797977;1.993306994;0.360939473;2.139393568;130.3383942;9.47949791;222.1932373;1.451026917;0;27.21088409;41.04308319;1.587301612;0;17.91383171;7.936507702;4.308390141;0;0;0;0;0.90702945
44.77666_-123.17894_173_13_302.6_ebird;3;44.77666;-123.17894;173;13;302.6;10;ebird;150;2.012748718;0.721408308;1.378137231;4.79242754;0.936314046;0.117582642;0.701129735;34.12493896;7.643538475;275.7781372;3.517400742;0;47.10743713;38.01652908;0.826446295;0;5.785123825;1.65289259;4.958677769;0;0;0;0;5.785123825;1.55557847;0.820450366;0.81514442;2.681850195;0.643358529;0.077232197;0.550013363;30.26761627;8.094664574;281.4076538;3.583168268;0.453514725;59.18367386;26.53061295;1.133786798;0.226757362;3.6281178;1.133786798;3.174603224;0;0;0.226757362;0.453514725;2.947845697
44.7697712_-123.5192442_139_14_280.95_ebird;0;44.7697712;-123.5192442;139;14;280.95;10;ebird;30;21.37193298;17.74593163;6.807953835;13.74633121;0.386516541;0.905359507;7.514940262;359.3823853;6.185294151;1182.140137;22.2407856;0;0;0;0;0;100;0;0;0;0;0;0;0;41.38482666;36.51502991;8.677705765;23.3274231;1.537637711;1.495370507;14.38400459;650.1618652;6.080953121;1221.919922;21.73820305;0;0;0;0;0;94.78458405;0;0;0;0;0;0;0
44.7699347_-123.3965278_122_16_173_ebird;3;44.7699347;-123.3965278;122;16;173;10;ebird;0;70.46102905;58.45793915;27.23349571;44.22910309;3.783770323;3.91798687;32.8146286;618.8674316;6.549226284;403.2308655;16.95780373;0;0;0;0;0;90.90908813;6.611570358;0;0;0;0;0;25.6198349;70.81533051;59.88438034;23.87291145;39.56351852;2.822860241;3.624067545;31.12513924;708.4856567;6.59758091;439.4059753;15.77526188;0;0;0;0;0;84.35374451;3.401360512;0;0;0;0;0;21.76870728
44.768827_-123.232578_130_14_274.37_ebird;0;44.768827;-123.232578;130;14;274.37;5;ebird;618.4658203;0;0;0;0;0;0;0;0;8.492990494;232.738678;1.901900172;0;46.2809906;27.27272797;7.438016415;0;0;4.132231236;10.74380207;1.65289259;2.479338884;0;0;0;0.324241281;0.324241281;0;0.013015873;0;0.019055557;0.049468253;11.72412872;8.479505539;236.5232086;2.26033926;0;30.61224556;47.61904907;2.721088409;0;0.90702945;7.709750652;7.02947855;1.133786798;2.267573595;0;0;0.90702945
44.77027_-123.147669_127_15_306.25_ebird;1;44.77027;-123.147669;127;15;306.25;4;ebird;67.08203888;10.59044838;7.007028103;4.201011658;10.95618629;4.166761398;0.621296704;4.786352634;180.7001953;8.413549423;186.1287537;4.675360203;1.65289259;5.785123825;28.0991745;3.305785179;0;17.35537148;0;9.090909004;0;0;0;1.65289259;4.958677769;5.854990005;4.554334641;1.586702943;5.447772026;1.549213171;0.30486688;2.189898729;99.63172913;8.520602226;191.9247894;3.309780598;1.133786798;16.32653046;20.40816307;7.2562356;0;14.96598625;2.494331121;11.33786869;0;0;0;1.133786798;1.360544205
44.76701_-123.16447_173_13_322.58_ebird;0;44.76701;-123.16447;173;13;322.58;5;ebird;152.9705811;0;0;0;0;0;0;0;0;6.728195667;344.8313293;4.619653225;0;42.14876175;42.97520828;4.132231236;0;0;0;10.74380207;0;0;0;0;0;0;0;0;0;0;0;0;0;7.036427021;322.449707;4.321905613;0;39.22902679;42.63038635;7.2562356;0;0;2.267573595;8.616780281;0;0;0;0;0
44.7645_-123.6763_173_13_402.52_ebird;0;44.7645;-123.6763;173;13;402.52;7;ebird;108.1665421;36.14410782;32.34360504;7.189931393;24.45767021;0;1.657844663;16.24530029;432.7112122;6.47593832;1308.92395;16.41937828;0;0;0;0;0;87.603302;9.917355537;0;0;0;0;0;0;47.60050201;40.43864822;13.08363724;27.3143158;0.029203855;2.261418104;21.81371307;522.6904297;6.583552837;1306.851563;17.09866905;0;0;0;0;0;82.31292725;8.616780281;0;0;0;0;0;0
44.75114_-123.6318_173_13_374.6_ebird;0;44.75114;-123.6318;173;13;374.6;8;ebird;30;63.9072113;58.01190186;15.18591213;27.93902397;0.01984876;3.464400768;36.67682648;688.8302612;6.80769825;1961.761353;13.3968792;0;0;0;0;0;40.49586868;23.1404953;0;0;0;0;0;0;64.75327301;59.53202057;12.73160934;31.34042931;0.257363945;3.584846497;37.37823486;709.4749146;6.155741215;1995.28418;17.21925163;0;0;0;0;0;50.56689453;12.47165489;0;0;0;0;0;0
44.74988_-123.68147_173_13_324.38_ebird;0;44.74988;-123.68147;173;13;324.38;7;ebird;123.6931686;41.06422043;36.95632172;9.093658447;14.06871891;0;1.453522325;14.62839699;553.0807495;5.853589535;1025.938354;17.03493118;0;0;0;0;0;71.9008255;6.611570358;0;0;0;0;0;0;52.16800308;41.90736771;18.4851017;25.22538948;0;2.084681988;19.70610237;671.5908813;5.974579811;985.4763794;19.42954445;0;0;0;0;0;78.45805359;3.174603224;0;0;0;0;0;0
44.74962_-123.61118_178_13_317.83_ebird;0;44.74962;-123.61118;178;13;317.83;5;ebird;127.2792206;73.3454361;71.9627533;4.309687614;47.06258392;0.560132265;3.710727215;41.48350143;881.3309937;5.415017605;2098.315674;20.59698677;0;0;0;0;0;81.8181839;14.04958725;0;0;0;0;0;0;76.35811615;73.06396484;8.19317627;37.43696594;0.229285493;3.444295883;38.30926132;851.7879639;6.022776604;2030.885254;19.88812828;0;0;0;0;0;62.58503342;8.843537331;0;0;0;0;0;0
44.74984_-123.60161_178_13_326.87_ebird;0;44.74984;-123.60161;178;13;326.87;5;ebird;283.0194397;72.74185181;69.41679382;11.43929672;26.11500359;1.596022367;4.667466164;48.74307632;654.0419922;5.696583748;2206.10498;20.16772079;0;0;0;0;0;53.7190094;12.39669418;0;0;0;0;0;0;71.3966217;68.64990997;8.779526711;29.48483467;0.625546932;4.568033695;47.39250183;611.0907593;5.736410141;2161.918945;18.79902077;0;0;0;0;0;55.7823143;12.24489784;0;0;0;0;0;0
45.066283_-123.467158_186_15_97.48_ebird;0;45.066283;-123.467158;186;15;97.48;10;ebird;30;0;0;0;0;0;0;0;0;8.571639061;298.4942017;2.146150112;0;15.70247936;72.72727203;4.132231236;0;0;1.65289259;1.65289259;4.132231236;0;0;0;0;0.632531524;0.226669848;0.493047386;0.666372776;0.368426293;0.037374828;0.279730827;9.80698204;8.05922699;298.8329163;3.187571287;0;15.4195013;51.92743683;10.88435364;0;1.8140589;8.390022278;5.668934345;5.895691395;0;0;0;1.8140589
