Location_ID;Checklist_ID;Latitude.x;Longitude.x;Date;JulianDate;Time;MinutesSinceDawn;Year;Observer;Count;Occur;Latitude.y;Longitude.y;DistanceToRiver;CanopyCover_165;ConiferCover_165;HardwoodCover_165;ShrubCover_165;OakCover_165;DiameterDiversityIndex_165;TreeBasalArea_165;DensityLiveTrees_165;CompoundTopographicIndex_mean165;Elevation_mean165;Slope_mean165;TemperateFreshwaterMeadowMarsh_165;CultivatedCropland_165;PastureHay_165;WoodyAgriculture_165;TemperateGrasslandShrublandMeadow_165;TemperateForest_165;DevelopedOpenSpace_165;DevelopedLowIntensity_165;DevelopedMediumIntensity_165;DevelopedHighIntensity_165;UplandPrairieSavannah_165;WetPrairie_165;Oaks_165;CanopyCover_315;ConiferCover_315;HardwoodCover_315;ShrubCover_315;OakCover_315;DiameterDiversityIndex_315;TreeBasalArea_315;DensityLiveTrees_315;CompoundTopographicIndex_mean315;Elevation_mean315;Slope_mean315;TemperateFreshwaterMeadowMarsh_315;CultivatedCropland_315;PastureHay_315;WoodyAgriculture_315;TemperateGrasslandShrublandMeadow_315;TemperateForest_315;DevelopedOpenSpace_315;DevelopedLowIntensity_315;DevelopedMediumIntensity_315;DevelopedHighIntensity_315;UplandPrairieSavannah_315;WetPrairie_315;Oaks_315
44.403965_-123.29841;44.403965_-123.29841_155_334_11;44.403965;-123.29841;06.04.2011;155;09:42:00;334;11;WDRobinson;0;0;44.403965;-123.29841;342.0526123;2.040756226;0.08135207;2.00280261;2.721604109;0.735568583;0.126778513;0.594099998;48.53475189;10.44306183;256.7640686;0.286520571;69.4214859;0;26.44628143;0;0;4.132231236;0;0;0;0;0;69.4214859;0.826446295;17.58694649;0.398104519;17.42399406;17.13717079;17.47006035;1.033156276;8.152188301;390.2069092;10.59359264;257.1578369;0.255508482;56.00907135;4.761904716;10.20408154;0;0;29.0249424;0;0;0;0;0;49.65986252;4.988662243
44.404823_-123.308115;44.404823_-123.308115_167_198_11;44.404823;-123.308115;6/16/2011;167;07:21:00;198;11;WDRobinson;2;1;44.404823;-123.308115;152.9705811;31.02975464;3.240687609;28.90826988;29.19172668;31.16351318;1.866413236;15.59530067;663.2861328;9.148816109;258.3121643;0.69865948;10.74380207;37.19008255;0;0;0;42.97520828;9.090909004;0;0;0;0;10.74380207;1.65289259;30.38048363;2.403826237;28.75176048;27.93604469;32.86178207;1.884065747;15.27908707;589.5148926;9.452828407;258.3690186;0.967417121;3.174603224;33.10657501;11.33786869;0.680272102;0;46.48526001;5.215419292;0;0;0;0;3.174603224;4.53514719
44.4049_-123.3064;44.4049_-123.3064_167_183_11;44.4049;-123.3064;6/16/2011;167;07:06:00;183;11;WDRobinson;1;1;44.4049;-123.3064;30;56.60157394;7.308214188;51.55572128;53.24850845;57.40128708;3.513469458;27.8832531;1154.555542;9.342402458;254.556366;0.957030237;10.74380207;4.132231236;0;0;0;81.8181839;3.305785179;0;0;0;0;10.74380207;3.305785179;39.44103622;3.010556221;37.46823883;36.34233093;43.11932373;2.457021713;20.02100563;765.1566772;9.506030083;256.6185608;0.988700211;7.02947855;21.54195023;5.895691395;0.453514725;0;61.67800522;3.401360512;0;0;0;0;7.02947855;4.081632614
44.404937_-123.34866;44.404937_-123.34866_159_104_11;44.404937;-123.34866;06.08.2011;159;05:49:00;104;11;WDRobinson;0;0;44.404937;-123.34866;30;47.22359467;37.18756485;14.9961586;26.27800941;8.662660599;2.984074354;22.42663765;515.2862549;8.285040855;436.5354309;2.935722828;3.305785179;0;0;0;1.65289259;79.3388443;10.74380207;0;0;0;1.65289259;3.305785179;47.10743713;63.85689926;53.10157394;18.40264511;34.88648605;8.246442795;3.545474768;28.39652824;774.90448;7.883856297;447.9160156;4.51355648;0.90702945;0;0;0;0.453514725;70.52154541;4.988662243;0;0;0;0.453514725;0.90702945;31.74603081
44.404945_-123.34615;44.404945_-123.34615_158_212_11;44.404945;-123.34615;06.07.2011;158;07:38:00;212;11;WDRobinson;0;0;44.404945;-123.34615;90;63.20572281;56.88233185;11.42350101;39.02013397;6.032561302;4.616977692;33.51137543;502.1401062;7.819814205;431.4345398;4.080895901;2.479338884;0;0;0;0;97.5206604;0;0;0;0;0;2.479338884;28.92561913;62.29569626;49.58358002;20.25445175;40.34286118;13.38733292;4.239001751;30.11920929;608.4526367;7.729487419;439.0081482;4.832576275;0.90702945;0;0;0;0.453514725;93.87754822;4.308390141;0;0;0;0.453514725;0.90702945;42.63038635
44.404952_-123.34364;44.404952_-123.34364_158_228_11;44.404952;-123.34364;06.07.2011;158;07:54:00;228;11;WDRobinson;0;0;44.404952;-123.34364;30;70.66619873;52.82950211;26.9914341;43.07328796;20.04130173;5.171860218;35.187603;602.3297729;7.829211712;407.248291;5.677062035;0;0;0;0;0;100;0;0;0;0;0;0;43.801651;67.65876007;49.45254898;26.75350761;44.44029617;20.62456322;4.744969845;32.29142761;632.3722534;7.529849529;421.9815674;5.658034801;0;0;0;0;0;100;0;0;0;0;0;0;53.28798294
44.40496_-123.34113;44.40496_-123.34113_158_244_11;44.40496;-123.34113;06.07.2011;158;08:10:00;244;11;WDRobinson;1;1;44.40496;-123.34113;0;59.45866776;27.80709648;40.41644287;42.639534;36.64670181;4.136599064;24.44113159;592.2724609;7.993881702;369.2609558;5.910565853;0;0;0;0;0;100;0;0;0;0;0;0;81.8181839;58.46184921;35.17785263;31.5261631;39.03577423;26.54928207;4.117595196;26.4011364;575.8502808;7.595792294;387.5817871;5.454180241;0;0.226757362;0;0.226757362;0;91.15646362;5.895691395;0.453514725;0;0;0;0;62.81179047
44.404963_-123.304403;44.404963_-123.304403_167_167_11;44.404963;-123.304403;6/16/2011;167;06:50:00;167;11;WDRobinson;2;1;44.404963;-123.304403;0;51.79538727;5.254223347;48.16439819;47.61164856;56.50811768;3.311167002;26.15447807;946.6192017;10.05767345;252.704422;0.89518249;15.70247936;0;1.65289259;0;0;82.64463043;0;0;0;0;0;15.70247936;1.65289259;43.76279449;3.079552412;41.81039429;40.92261887;46.87569046;2.69033742;21.94439125;881.5484619;10.12064171;254.8884277;0.687112331;11.79138279;6.349206448;9.523809433;0.453514725;0;70.06802368;1.8140589;0;0;0;0;11.79138279;4.308390141
44.404967_-123.33862;44.404967_-123.33862_158_259_11;44.404967;-123.33862;06.07.2011;158;08:25:00;259;11;WDRobinson;2;1;44.404967;-123.33862;30;44.91161728;16.63684082;34.50772095;34.80661774;32.31772995;3.154876947;17.33814621;469.8009033;8.129599571;338.8734436;4.528176785;0;0;0;0;0;85.95041656;10.74380207;0;0;0;0;0;78.51239777;43.61265564;20.2471981;28.81378174;31.36139679;25.98521233;2.958768845;18.25743484;487.357666;7.861830711;354.6516418;4.52863121;0;3.854875326;3.401360512;0.90702945;0;76.41723633;7.936507702;1.587301612;0;0;0;0;62.81179047
44.404975_-123.3361;44.404975_-123.3361_163_218_11;44.404975;-123.3361;06.12.2011;163;07:42:00;218;11;WDRobinson;2;1;44.404975;-123.3361;60;26.27327156;6.809024811;21.836483;22.15330315;21.36605263;1.70930326;10.24974632;407.8128967;8.122650146;313.5835571;3.314510345;0;14.87603283;14.04958725;3.305785179;0;56.198349;8.264462471;0;0;0;0;0;48.7603302;21.65749931;6.351514816;17.75346947;17.69262314;16.76821136;1.448887825;8.288895607;290.0054932;8.067401886;322.5688782;3.288184881;0.226757362;19.72789192;16.32653046;1.360544205;0.226757362;44.44444275;10.20408154;1.587301612;0;0;0.226757362;0.226757362;40.81632614
44.404982_-123.33359;44.404982_-123.33359_142_267_11;44.404982;-123.33359;5/22/2011;142;08:47:00;267;11;WDRobinson;0;0;44.404982;-123.33359;42.42640686;4.153489113;0.217533886;3.998895168;5.162641525;4.052834034;0.245033056;1.880814075;99.41175842;8.183971405;296.670105;2.657244682;0;51.2396698;38.01652908;2.479338884;0;8.264462471;0;0;0;0;0;0;5.785123825;7.213291168;2.128624439;5.69542551;6.557137966;5.32751894;0.452367812;2.80254364;125.2717514;8.530075073;300.1402283;2.149941444;0.226757362;30.15872955;37.64172363;1.360544205;0.226757362;17.91383171;6.122448921;1.587301612;0;0;0.226757362;0.226757362;15.64625835
44.40499_-123.33108;44.40499_-123.33108_142_256_11;44.40499;-123.33108;5/22/2011;142;08:36:00;256;11;WDRobinson;0;0;44.40499;-123.33108;30;0;0;0;0;0;0;0;0;8.680131912;284.9115906;1.715169907;0;40.49586868;59.50413132;0;0;0;0;0;0;0;0;0;0;0.59284991;0.235341951;0.367349207;0.956893861;0.252951026;0.035717912;0.16315487;15.32070446;8.715492249;287.703064;1.657532573;0.226757362;47.16553116;43.99092865;0.680272102;0.226757362;2.947845697;4.761904716;0;0;0;0.226757362;0.226757362;2.040816307
44.404997_-123.32857;44.404997_-123.32857_142_243_11;44.404997;-123.32857;5/22/2011;142;08:23:00;243;11;WDRobinson;0;0;44.404997;-123.32857;60;0;0;0;0;0;0;0;0;8.901891708;276.3032837;1.205490589;0;55.37190247;44.62809753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.071961403;276.4943848;1.159985662;0;55.10203934;38.09523773;0;0;0;6.802721024;0;0;0;0;0;0
44.405004_-123.32606;44.405004_-123.32606_142_230_11;44.405004;-123.32606;5/22/2011;142;08:10:00;230;11;WDRobinson;0;0;44.405004;-123.32606;30;4.781841278;0.390353709;4.503931046;4.792628765;4.652740479;0.332074374;2.248443842;54.35433197;9.325832367;268.3354492;1.030312181;0;61.15702438;18.18181801;0;0;9.917355537;10.74380207;0;0;0;0;0;6.611570358;7.461582661;0.414059401;7.15162611;7.542881012;7.426745892;0.483138561;3.256877422;122.2176743;9.644816399;269.0628967;0.852292478;3.174603224;51.02040863;21.54195023;1.8140589;0;14.96598625;7.482993126;0;0;0;0;0.226757362;3.854875326
44.405011_-123.32355;44.405011_-123.32355_166_373_11;44.405011;-123.32355;6/15/2011;166;10:16:00;373;11;WDRobinson;0;0;44.405011;-123.32355;0;15.29890537;1.340272665;14.33804893;15.73791885;15.02750587;1.038695931;6.660967827;228.9441376;10.24226189;263.1929321;0.715607464;4.132231236;25.6198349;25.6198349;6.611570358;0;27.27272797;10.74380207;0;0;0;0;0;7.438016415;8.408665657;0.486441702;8.048074722;8.614889145;8.138210297;0.541229248;3.647331238;139.230835;9.794745445;265.1451721;0.695486486;3.174603224;40.81632614;29.25170135;1.8140589;0;17.00680351;7.936507702;0;0;0;0;0.226757362;4.308390141
44.405018_-123.32103;44.405018_-123.32103_149_155_11;44.405018;-123.32103;5/29/2011;149;06:48:00;155;11;WDRobinson;0;0;44.405018;-123.32103;152.9705811;6.775675774;0.331915706;6.572641373;7.218612194;7.379364491;0.419210732;2.898391724;133.6828918;9.884913445;263.0434875;0.423336685;0.826446295;35.53718948;50.41322327;0.826446295;0;12.39669418;0;0;0;0;0;0;0;10.46216774;0.749570966;9.869690895;10.62563515;9.521438599;0.650407732;4.307767391;192.489502;10.01746559;263.0769958;0.501703799;4.081632614;22.67573738;44.67120361;2.040816307;0;20.63492012;5.895691395;0;0;0;0;1.133786798;7.936507702
44.405025_-123.31852;44.405025_-123.31852_149_208_11;44.405025;-123.31852;5/29/2011;149;07:41:00;208;11;WDRobinson;2;1;44.405025;-123.31852;276.5863342;1.568071842;0.168819845;1.399252057;1.506129742;1.445071101;0.088630579;0.577069402;37.34677124;9.877662659;263.0802917;0.332450122;0;39.66942215;56.198349;0.826446295;0;3.305785179;0;0;0;0;0;0;3.305785179;4.14024353;0.335511565;3.857723713;4.186626911;3.274135351;0.23106961;1.483965516;97.01163483;10.02371597;262.7460327;0.423985451;2.721088409;22.67573738;64.62584686;0.226757362;0;7.482993126;2.267573595;0;0;0;0;2.721088409;4.308390141
44.405032_-123.31601;44.405032_-123.31601_148_232_11;44.405032;-123.31601;5/28/2011;148;08:06:00;232;11;WDRobinson;0;0;44.405032;-123.31601;210;1.568071842;0.168819845;1.399252057;1.506129742;1.445071101;0.088630579;0.577069402;37.34677124;10.64281082;261.451355;0.352354795;0;28.0991745;67.76859283;0.826446295;0;3.305785179;0;0;0;0;0;0;3.305785179;2.388538122;0.263129264;2.156651735;2.381211281;1.637103438;0.125362352;0.752795696;64.42290497;10.23773575;262.1350403;0.393036157;2.947845697;25.39682579;65.30612183;0.453514725;0;3.854875326;2.040816307;0;0;0;0;2.947845697;3.854875326
44.405039_-123.3135;44.405039_-123.3135_148_311_11;44.405039;-123.3135;5/28/2011;148;09:25:00;311;11;WDRobinson;0;0;44.405039;-123.3135;276.5863342;0;0;0;0;0;0;0;0;10.75874901;260.1274719;0.327729821;0;28.92561913;69.4214859;1.65289259;0;0;0;0;0;0;0;0;0;2.789114237;0.055945124;2.74059701;2.526809692;2.954896927;0.164369851;1.287249446;59.91251755;10.36484528;260.9566956;0.435660869;2.721088409;36.05442047;52.83446884;0.680272102;0;4.081632614;3.6281178;0;0;0;0;2.721088409;0.90702945
44.405046_-123.31099;44.405046_-123.31099_148_299_11;44.405046;-123.31099;5/28/2011;148;09:13:00;299;11;WDRobinson;0;0;44.405046;-123.31099;323.1098938;3.443447113;0;3.443447113;3.019979239;4.27314949;0.219640508;1.873212457;49.53571701;10.22972393;259.7326965;0.398401022;0;60.33057785;23.96694183;1.65289259;0;4.958677769;9.090909004;0;0;0;0;0;0;14.32068539;0.975780249;13.67297649;13.08050346;15.5255127;0.869867563;7.210225582;280.4059753;9.860616684;259.6948853;0.61798203;3.174603224;38.77550888;31.74603081;0.453514725;0;20.40816307;5.442176819;0;0;0;0;3.174603224;0.90702945
44.405053_-123.30848;44.405053_-123.30848_148_288_11;44.405053;-123.30848;5/28/2011;148;09:02:00;288;11;WDRobinson;2;1;44.405053;-123.30848;169.7056274;28.25538445;2.718343019;26.4047184;26.5254631;29.3390255;1.692193389;14.46557617;602.3768311;9.169148445;258.1109924;0.672538698;9.917355537;41.32231522;0;0;0;39.66942215;9.090909004;0;0;0;0;9.917355537;0.826446295;30.65044403;2.276846409;29.10308647;28.09413147;33.06183243;1.888290763;15.35567188;597.7213745;9.680021286;257.8654175;0.799771309;3.6281178;32.65306091;11.33786869;0.90702945;0;45.80498886;5.668934345;0;0;0;0;3.6281178;4.081632614
44.40506_-123.30596;44.40506_-123.30596_192_276_11;44.40506;-123.30596;07.11.2011;192;08:53:00;276;11;RPMoore;2;1;44.40506;-123.30596;0;59.36894226;7.134060383;54.24566269;54.77083588;63.61982346;3.772595882;30.23926353;1172.157227;9.353327751;253.5960236;0.975193441;10.74380207;0;0;0;0;88.42974854;0.826446295;0;0;0;0;10.74380207;1.65289259;41.70944595;3.081553698;39.74045181;38.52824402;45.22811508;2.573765755;21.05096436;826.0239258;9.727705956;255.7505951;0.832324624;8.390022278;16.09977341;6.575963497;0.453514725;0;65.30612183;3.174603224;0;0;0;0;8.390022278;3.854875326
44.405066_-123.30345;44.405066_-123.30345_192_313_11;44.405066;-123.30345;07.11.2011;192;09:30:00;313;11;RPMoore;1;1;44.405066;-123.30345;60;45.44670105;3.412281752;43.41062164;41.62038422;49.64128876;2.786727428;22.68325043;900.3412476;10.69435024;253.2797699;0.610170364;21.48760414;0;1.65289259;0;0;76.8595047;0;0;0;0;0;21.48760414;0.826446295;40.76181412;2.441692114;39.28367233;38.18306351;43.95333099;2.521489143;20.4105835;805.793396;10.28399086;254.6917419;0.593466699;16.78004456;2.721088409;12.47165489;0.453514725;0;66.66666412;0.90702945;0;0;0;0;16.78004456;4.308390141
44.405073_-123.30094;44.405073_-123.30094_155_299_11;44.405073;-123.30094;06.04.2011;155;09:07:00;299;11;WDRobinson;1;1;44.405073;-123.30094;216.3330841;35.67702866;1.326371908;35.16785431;34.20197678;36.81812668;2.103253841;17.29238129;739.9943237;11.13818741;255.0314636;0.23273629;38.84297562;0;4.958677769;0;0;56.198349;0;0;0;0;0;38.84297562;0;24.6129837;1.169504523;24.0003891;23.09025764;26.64889908;1.519244909;12.25848198;482.3663025;10.57367802;255.3605194;0.397250384;36.73469543;2.040816307;18.14058876;0;0;43.08390045;0;0;0;0;0;36.73469543;1.587301612
44.405079_-123.29843;44.405079_-123.29843_155_320_11;44.405079;-123.29843;06.04.2011;155;09:28:00;320;11;WDRobinson;0;0;44.405079;-123.29843;408.0441284;8.589467049;0.194819003;8.54964447;8.39926815;7.819150925;0.489011586;3.570466995;173.4896088;10.47114754;257.101593;0.301328361;74.3801651;0;13.22314072;0;0;12.39669418;0;0;0;0;0;74.3801651;0;12.46270752;0.398104519;12.29975605;12.07290554;12.27097607;0.730711341;5.763130665;265.9993286;10.68200779;257.474762;0.224363625;56.91609955;5.895691395;15.1927433;0;0;21.99546432;0;0;0;0;0;56.91609955;2.721088409
44.405086_-123.29592;44.405086_-123.29592_153_151_11;44.405086;-123.29592;06.02.2011;153;06:40:00;151;11;WDRobinson;0;0;44.405086;-123.29592;582.4946289;0.168819845;0.168819845;0;0.00677686;0;0.009921487;0.025756197;6.104298592;10.46634769;259.7848206;0.198769808;79.3388443;1.65289259;16.52892494;0;0;2.479338884;0;0;0;0;0;79.3388443;2.479338884;3.768198252;1.491960049;2.333853245;2.538651943;1.8177104;0.207762584;1.062966228;115.4990082;10.70384502;259.2264709;0.180664733;57.36961365;10.65759659;15.8730154;0;0;16.09977341;0;0;0;0;0;57.36961365;12.6984129
44.405092_-123.29341;44.405092_-123.29341_143_217_11;44.405092;-123.29341;5/23/2011;143;07:56:00;217;11;WDRobinson;0;0;44.405092;-123.29341;488.364624;2.363477707;2.363477707;0;0.39732644;0;0.138900831;0.360586762;85.46018219;10.9137125;260.5912781;0.091280721;40.49586868;9.090909004;27.27272797;0;0;23.1404953;0;0;0;0;0;40.49586868;18.18181801;6.007088184;3.336153507;2.725992203;3.266372442;2.168447733;0.343620867;1.52878499;188.4384918;11.09554195;260.1335144;0.113530606;39.00226593;19.04761887;13.60544205;0;0;28.34467125;0;0;0;0;0;39.00226593;22.67573738
44.405099_-123.29089;44.405099_-123.29089_142_292_11;44.405099;-123.29089;5/22/2011;142;09:12:00;292;11;WDRobinson;0;0;44.405099;-123.29089;284.6049805;10.31171799;6.246334076;4.065384388;5.435051441;4.225465298;0.592427254;2.380295038;330.7742004;11.69779301;260.2681885;0.066360712;0.826446295;19.00826454;20.66115761;0;0;59.50413132;0;0;0;0;0;0.826446295;43.801651;10.50001049;4.843897343;5.846461296;8.640892982;5.322930336;0.574021339;3.027647257;291.3059387;11.46522141;260.2021484;0.078276396;13.8321991;20.63492012;22.90249443;0.453514725;0;41.26984024;0;0.90702945;0;0;0;13.8321991;36.50793839
44.40541_-123.66519;44.40541_-123.66519_173_90_12;44.40541;-123.66519;6/21/2012;173;05:35:00;90;12;WDRobinson;0;0;44.40541;-123.66519;84.85281372;67.87633514;60.42704391;22.85003662;31.92603111;0;3.088886738;34.55365372;886.0428467;6.012433529;1520.113525;21.88628197;0;0;0;0;0;52.89256287;15.70247936;0;0;0;0;0;0;68.39807129;62.20185089;18.858881;44.93147278;0.029203855;3.379212856;35.97041702;776.0240479;5.721775055;1549.937378;22.4706955;0;0;0;0;0;55.7823143;14.96598625;0;0;0;0;0;0
44.40567_-123.67273;44.40567_-123.67273_173_119_12;44.40567;-123.67273;6/21/2012;173;06:04:00;119;12;WDRobinson;0;0;44.40567;-123.67273;120;54.86555099;48.73389053;19.4453125;35.55522919;0;2.497301579;26.62939262;762.4505615;5.674305439;1610.338745;21.56778717;0;0;0;0;0;60.33057785;30.57851219;0;0;0;0;0;0;62.02629089;55.97247696;18.98501015;38.34247589;0.114385486;2.841979265;29.97502327;788.9086914;6.160811424;1575.658081;20.31938362;0;0;0;0;0;51.02040863;21.54195023;0;0;0;0;0;0
44.40578_-123.67274;44.40578_-123.67274_162_440_12;44.40578;-123.67274;06.10.2012;162;11:26:00;440;12;WDRobinson;0;0;44.40578;-123.67274;120;54.54217911;48.31477737;19.74029732;37.58155441;0.208446279;2.380687714;25.73555946;805.8806763;5.594102383;1645.579468;21.40883255;0;0;0;0;0;51.2396698;32.23140335;0;0;0;0;0;0;62.01588058;56.04598618;18.68027878;38.60242844;0.142981857;2.840725899;30.15329933;791.5065308;6.147374153;1603.703857;20.42083549;0;0;0;0;0;49.20634842;21.76870728;0;0;0;0;0;0
44.40644_-123.48494;44.40644_-123.48494_175_308_12;44.40644;-123.48494;6/23/2012;175;09:13:00;308;12;WDRobinson;0;0;44.40644;-123.48494;0;65.4760437;59.47859573;10.33030796;37.33078766;0.15287438;3.748426437;39.59555435;648.345459;6.048965454;1968.099487;12.0796442;0;0;0;0;0;81.8181839;18.18181801;0;0;0;0;0;0;61.86995316;57.05062103;9.518773079;39.94757462;0.460096598;3.589833736;35.67998886;644.791626;5.953055382;1907.015015;17.89930534;0;0;0;0;2.494331121;84.12698364;13.378685;0;0;0;0;0;0
44.406745_-123.34616;44.406745_-123.34616_158_195_11;44.406745;-123.34616;06.07.2011;158;07:21:00;195;11;WDRobinson;0;0;44.406745;-123.34616;30;58.67619705;36.51665115;31.40447998;42.28076172;24.39119339;3.782234669;23.99860573;797.0654297;8.351438522;439.2392273;4.220919132;0;0;0;0;0;90.90908813;5.785123825;0;0;0;0;0;66.11569977;60.27822876;44.32885742;24.10300446;38.42108917;15.93339539;3.718487263;26.52647781;702.4471436;7.715229034;449.9190369;4.701193333;0.680272102;0;0;0;0.453514725;82.99319458;6.802721024;0;0;0;0.453514725;0.680272102;46.71201706
44.406753_-123.34365;44.406753_-123.34365_158_301_11;44.406753;-123.34365;06.07.2011;158;09:07:00;301;11;WDRobinson;0;0;44.406753;-123.34365;134.1640778;72.16613007;53.98586655;31.73121834;47.91458893;23.54828835;4.525125027;33.42011261;782.0276489;7.630158901;417.8565063;4.902134895;0;0;0;0;0;100;0;0;0;0;0;0;57.02479172;64.49529266;44.15515137;28.50815773;42.36850357;22.56140518;4.197354794;29.14697647;691.8326416;7.537984371;423.0049744;5.146455288;0;0;0;0;0;96.59864044;2.494331121;0;0;0;0;0;53.06122589
44.40676_-123.34114;44.40676_-123.34114_158_288_11;44.40676;-123.34114;06.07.2011;158;08:54:00;288;11;WDRobinson;1;1;44.40676;-123.34114;189.7366638;63.44068527;38.40605164;32.54618073;43.26504898;28.27615166;3.703468561;27.57811356;774.0314331;7.410769463;386.7893066;4.970247269;0;0;0;0;0;100;0;0;0;0;0;0;75.20661163;57.6025238;34.0492363;31.3754921;37.97622681;26.14748192;3.766649008;25.44460297;615.5253296;7.549082756;387.5974731;5.193090916;0;0;0;0;0.226757362;90.70294952;5.668934345;0.90702945;0;0;0.226757362;0;58.73015976
44.406768_-123.33863;44.406768_-123.33863_158_274_11;44.406768;-123.33863;06.07.2011;158;08:40:00;274;11;WDRobinson;0;0;44.406768;-123.33863;161.5549469;34.88217926;10.33826542;28.10134697;24.95700455;26.36499405;2.17479825;13.18292522;491.7264709;7.729010105;352.0600586;4.336731434;0;0;0;0;0;69.4214859;11.57024765;7.438016415;0;0;0;0;68.59503937;42.25951385;20.14542389;26.58607483;29.59760284;23.70508957;2.691720247;17.57047272;493.4624023;7.878398418;353.5247803;4.452834606;0.453514725;0.453514725;2.947845697;0.90702945;2.040816307;75.73696136;7.02947855;4.081632614;0;0;2.040816307;0.453514725;58.27664566
44.406775_-123.33611;44.406775_-123.33611_169_103_11;44.406775;-123.33611;6/18/2011;169;05:46:00;103;11;WDRobinson;1;1;44.406775;-123.33611;30;11.13720417;2.825804234;8.996372223;10.80472088;8.677522659;0.702632248;3.955243826;197.0133514;7.987679482;320.8734131;2.862067461;0.826446295;4.132231236;3.305785179;0;2.479338884;38.01652908;16.52892494;12.39669418;0;0;2.479338884;0.826446295;32.23140335;21.51163101;6.449614525;17.13453865;16.02138138;15.82038021;1.415773511;8.05694294;297.984436;8.11258316;321.4135132;3.514833689;1.133786798;9.07029438;16.55328751;1.8140589;3.174603224;47.16553116;8.616780281;6.122448921;0;0;3.174603224;1.133786798;41.04308319
44.406783_-123.3336;44.406783_-123.3336_142_187_11;44.406783;-123.3336;5/22/2011;142;07:27:00;187;11;WDRobinson;0;0;44.406783;-123.3336;60;4.168214321;1.281558752;2.984859467;4.550538063;2.961489201;0.25535208;1.284077644;90.01097107;7.818915844;302.0061646;2.274242163;2.479338884;6.611570358;57.02479172;0;2.479338884;16.52892494;12.39669418;0;0;0;2.479338884;2.479338884;13.22314072;7.155750751;2.348390579;5.316888332;5.875698566;4.987611771;0.460745573;2.657177687;118.038681;8.462342262;298.3164978;2.546057224;1.133786798;16.32653046;39.68254089;1.8140589;3.174603224;19.95464897;5.442176819;7.482993126;0;0;3.174603224;1.133786798;15.4195013
44.40679_-123.33109;44.40679_-123.33109_142_197_11;44.40679;-123.33109;5/22/2011;142;07:37:00;197;11;WDRobinson;0;0;44.40679;-123.33109;0;0;0;0;0;0;0;0;0;8.386283875;285.0698242;1.685441852;0;4.958677769;85.12397003;0;0;0;9.917355537;0;0;0;0;0;0;1.546089768;0.44811815;1.15512681;1.613830209;1.174452424;0.106569611;0.48239547;26.2888031;8.81907177;285.4150391;1.920198679;0.680272102;33.33333206;48.52607727;0.90702945;1.360544205;6.349206448;5.215419292;3.6281178;0;0;1.360544205;0.680272102;3.6281178
44.406797_-123.32858;44.406797_-123.32858_142_207_11;44.406797;-123.32858;5/22/2011;142;07:47:00;207;11;WDRobinson;0;0;44.406797;-123.32858;30;0;0;0;0;0;0;0;0;9.352142334;273.3164978;0.735613048;0;37.19008255;53.7190094;0;0;0;9.090909004;0;0;0;0;0;0;0.523468733;0.009624943;0.521271646;0.637003183;0.384151936;0.028812472;0.173971653;9.775206566;9.447505951;274.2590637;1.232798815;0.453514725;48.07256317;42.8571434;0.226757362;0;0.90702945;5.895691395;1.587301612;0;0;0;0.453514725;0.226757362
44.406804_-123.32607;44.406804_-123.32607_142_218_11;44.406804;-123.32607;5/22/2011;142;07:58:00;218;11;WDRobinson;0;0;44.406804;-123.32607;60;2.619189262;0;2.619189262;3.018838882;2.436780214;0.167070255;1.094510794;43.6037674;9.604019165;267.5221252;0.628481507;0;68.59503937;12.39669418;0;0;9.090909004;9.917355537;0;0;0;0;0;9.090909004;12.20797348;0.56705147;11.7679863;11.97152996;12.41173267;0.765189111;5.532699108;214.6434021;9.995129585;267.2443237;0.792526901;1.133786798;46.48526001;21.99546432;2.040816307;0;21.99546432;6.349206448;0;0;0;0;0.453514725;7.936507702
44.406812_-123.32356;44.406812_-123.32356_166_362_11;44.406812;-123.32356;6/15/2011;166;10:05:00;362;11;WDRobinson;0;0;44.406812;-123.32356;30;18.36048889;0.182454541;18.21390152;19.94079971;17.35974503;1.176537156;8.001379013;329.2502441;9.996526718;262.1649475;0.711572289;0;36.36363602;6.611570358;4.132231236;0;41.32231522;11.57024765;0;0;0;0;0;14.87603283;16.15119743;0.926489353;15.45450592;16.41605759;15.45574188;0.995003641;7.02626133;298.2393799;9.98134613;263.5541382;0.713744104;1.587301612;36.96145248;19.95464897;2.040816307;0;32.65306091;6.802721024;0;0;0;0;0.90702945;11.56462574
44.406819_-123.32104;44.406819_-123.32104_149_143_11;44.406819;-123.32104;5/29/2011;149;06:36:00;143;11;WDRobinson;0;0;44.406819;-123.32104;108.1665421;16.26520729;0.945666969;15.470541;17.64650726;14.3836441;0.991293371;6.883674622;311.2190552;10.06653595;259.5614624;0.613922536;0;11.57024765;36.36363602;0.826446295;0;42.14876175;9.090909004;0;0;0;0;0;8.264462471;19.82560158;1.434249878;18.69920731;20.62238693;18.11368561;1.184675097;8.1133461;398.8327332;9.914458275;260.9037476;0.574362636;2.721088409;20.18140602;22.90249443;2.040816307;0;45.12471771;7.02947855;0;0;0;0;2.040816307;20.40816307
