Species;Distance;Detection;Int_1;Int_2;Int_3;Int_4;Int_5;RemovalInterval;Latitude;Longitude;Date;JulianDate;Time;MinutesSinceDawn;Year;Observer;Location_ID;Checklist_ID
amro;58;s;1;1;1;1;1;1;44.51846;-123.23607;25.05.2012;146;05:58:00;103;12;WDRobinson;44.51846_-123.23607;44.51846_-123.23607_146_103_12
amro;400;s;1;1;1;1;1;1;44.51971;-123.24474;25.05.2012;146;06:04:00;109;12;WDRobinson;44.51971_-123.24474;44.51971_-123.24474_146_109_12
amro;160;s;1;1;1;1;1;1;44.51971;-123.24474;25.05.2012;146;06:04:00;109;12;WDRobinson;44.51971_-123.24474;44.51971_-123.24474_146_109_12
amro;260;s;1;1;1;1;1;1;44.51201;-123.24069;25.05.2012;146;06:19:00;124;12;WDRobinson;44.51201_-123.24069;44.51201_-123.24069_146_124_12
amro;120;s;1;1;1;1;1;1;44.51201;-123.24069;25.05.2012;146;06:19:00;124;12;WDRobinson;44.51201_-123.24069;44.51201_-123.24069_146_124_12
amro;400;s;1;1;1;1;1;1;44.52153;-123.2514;25.05.2012;146;06:27:00;132;12;WDRobinson;44.52153_-123.2514;44.52153_-123.2514_146_132_12
amro;560;s;1;1;1;1;1;1;44.52153;-123.2514;25.05.2012;146;06:27:00;132;12;WDRobinson;44.52153_-123.2514;44.52153_-123.2514_146_132_12
amro;45;sc;1;1;1;0;1;1;44.52153;-123.2514;25.05.2012;146;06:27:00;132;12;WDRobinson;44.52153_-123.2514;44.52153_-123.2514_146_132_12
amro;40;c;0;0;0;1;1;4;44.52462;-123.2564;25.05.2012;146;06:35:00;140;12;WDRobinson;44.52462_-123.2564;44.52462_-123.2564_146_140_12
amro;200;sc;1;0;0;0;0;1;44.37728;-123.29544;25.05.2012;146;06:50:00;154;12;RPMoore;44.37728_-123.29544;44.37728_-123.29544_146_154_12
amro;18;s;1;1;1;1;1;1;44.44028;-123.28741;25.05.2012;146;06:51:00;155;12;WDRobinson;44.44028_-123.28741;44.44028_-123.28741_146_155_12
amro;60;c;0;0;1;1;1;3;44.44028;-123.28741;25.05.2012;146;06:51:00;155;12;WDRobinson;44.44028_-123.28741;44.44028_-123.28741_146_155_12
amro;250;s;1;1;1;1;1;1;44.37857;-123.3053;25.05.2012;146;07:10:00;174;12;RPMoore;44.37857_-123.3053;44.37857_-123.3053_146_174_12
amro;42;s;1;1;1;1;1;1;44.36049;-123.30055;25.05.2012;146;07:12:00;176;12;WDRobinson;44.36049_-123.30055;44.36049_-123.30055_146_176_12
amro;30;sv;0;1;1;1;1;2;44.3604;-123.31308;25.05.2012;146;07:19:00;183;12;WDRobinson;44.3604_-123.31308;44.3604_-123.31308_146_183_12
amro;30;sv;0;1;1;1;1;2;44.3604;-123.31308;25.05.2012;146;07:19:00;183;12;WDRobinson;44.3604_-123.31308;44.3604_-123.31308_146_183_12
amro;65;s;1;1;1;1;1;1;44.36111;-123.31994;25.05.2012;146;07:26:00;190;12;WDRobinson;44.36111_-123.31994;44.36111_-123.31994_146_190_12
amro;188;s;0;1;1;1;1;2;44.37849;-123.31513;25.05.2012;146;07:30:00;194;12;RPMoore;44.37849_-123.31513;44.37849_-123.31513_146_194_12
amro;30;c;0;0;0;1;0;4;44.32535;-123.30727;25.05.2012;146;08:14:00;238;12;WDRobinson;44.32535_-123.30727;44.32535_-123.30727_146_238_12
amro;80;s;1;1;1;1;1;1;44.31917;-123.30804;25.05.2012;146;08:25:00;249;12;WDRobinson;44.31917_-123.30804;44.31917_-123.30804_146_249_12
amro;140;sc;0;1;0;0;0;2;44.31514;-123.31434;25.05.2012;146;08:32:00;256;12;WDRobinson;44.31514_-123.31434;44.31514_-123.31434_146_256_12
amro;70;s;0;1;1;1;1;2;44.31898;-123.30316;25.05.2012;146;09:00:00;284;12;WDRobinson;44.31898_-123.30316;44.31898_-123.30316_146_284_12
amro;35;s;0;0;0;0;1;5;44.31898;-123.30316;25.05.2012;146;09:00:00;284;12;WDRobinson;44.31898_-123.30316;44.31898_-123.30316_146_284_12
amro;35;c;1;1;1;1;1;1;44.31287;-123.29371;25.05.2012;146;09:21:00;305;12;WDRobinson;44.31287_-123.29371;44.31287_-123.29371_146_305_12
amro;100;c;1;0;0;0;0;1;44.38225;-123.35554;25.05.2012;146;09:35:00;319;12;RPMoore;44.38225_-123.35554;44.38225_-123.35554_146_319_12
amro;200;s;0;0;1;1;1;3;44.29446;-123.29568;25.05.2012;146;09:54:00;338;12;WDRobinson;44.29446_-123.29568;44.29446_-123.29568_146_338_12
amro;3;fv;0;0;0;1;0;4;44.42004;-123.32375;29.05.2012;150;07:30:00;198;12;RPMoore;44.42004_-123.32375;44.42004_-123.32375_150_198_12
amro;0;f;0;0;0;0;1;5;44.42004;-123.32375;29.05.2012;150;07:30:00;198;12;RPMoore;44.42004_-123.32375;44.42004_-123.32375_150_198_12
amro;300;s;1;0;0;0;0;1;44.41;-123.33521;29.05.2012;150;08:20:00;248;12;RPMoore;44.41_-123.33521;44.41_-123.33521_150_248_12
amro;240;s;1;1;1;1;1;1;44.63168;-123.5745;31.05.2012;152;05:15:00;65;12;WDRobinson;44.63168_-123.5745;44.63168_-123.5745_152_65_12
amro;160;s;1;1;1;1;1;1;44.63168;-123.5745;31.05.2012;152;05:15:00;65;12;WDRobinson;44.63168_-123.5745;44.63168_-123.5745_152_65_12
amro;150;s;1;1;1;1;1;1;44.63168;-123.5745;31.05.2012;152;05:15:00;65;12;WDRobinson;44.63168_-123.5745;44.63168_-123.5745_152_65_12
amro;35;c;1;0;1;1;1;1;44.63168;-123.5745;31.05.2012;152;05:15:00;65;12;WDRobinson;44.63168_-123.5745;44.63168_-123.5745_152_65_12
amro;240;c;1;1;0;0;0;1;44.65187;-123.56859;31.05.2012;152;05:54:00;104;12;WDRobinson;44.65187_-123.56859;44.65187_-123.56859_152_104_12
amro;34;s;1;1;1;1;1;1;44.66479;-123.57007;31.05.2012;152;06:11:00;122;12;WDRobinson;44.66479_-123.57007;44.66479_-123.57007_152_122_12
amro;180;s;1;1;1;1;1;1;44.66479;-123.57007;31.05.2012;152;06:11:00;122;12;WDRobinson;44.66479_-123.57007;44.66479_-123.57007_152_122_12
amro;12;c;0;0;1;1;1;3;44.66954;-123.57117;31.05.2012;152;06:19:00;130;12;WDRobinson;44.66954_-123.57117;44.66954_-123.57117_152_130_12
amro;142;s;1;1;1;1;1;1;44.67714;-123.57185;31.05.2012;152;06:28:00;139;12;WDRobinson;44.67714_-123.57185;44.67714_-123.57185_152_139_12
amro;60;c;0;0;0;0;1;5;44.68229;-123.57018;31.05.2012;152;06:36:00;147;12;WDRobinson;44.68229_-123.57018;44.68229_-123.57018_152_147_12
amro;40;c;1;1;1;1;1;1;44.69785;-123.57147;31.05.2012;152;07:02:00;173;12;WDRobinson;44.69785_-123.57147;44.69785_-123.57147_152_173_12
amro;60;s;1;1;1;1;1;1;44.70002;-123.57791;31.05.2012;152;07:11:00;182;12;WDRobinson;44.70002_-123.57791;44.70002_-123.57791_152_182_12
amro;95;c;0;0;1;1;1;3;44.68728;-123.5689;31.05.2012;152;07:20:00;191;12;WDRobinson;44.68728_-123.5689;44.68728_-123.5689_152_191_12
amro;35;c;0;0;0;1;1;4;44.70306;-123.52769;31.05.2012;152;09:06:00;297;12;WDRobinson;44.70306_-123.52769;44.70306_-123.52769_152_297_12
amro;10;v;1;0;0;0;0;1;44.71074;-123.53477;31.05.2012;152;11:07:00;418;12;WDRobinson;44.71074_-123.53477;44.71074_-123.53477_152_418_12
amro;180;s;1;1;1;1;1;1;44.6763;-123.46761;01.06.2012;153;05:09:00;61;12;WDRobinson;44.6763_-123.46761;44.6763_-123.46761_153_61_12
amro;95;s;1;1;1;1;1;1;44.6763;-123.46761;01.06.2012;153;05:09:00;61;12;WDRobinson;44.6763_-123.46761;44.6763_-123.46761_153_61_12
amro;35;c;1;1;1;1;1;1;44.68324;-123.46806;01.06.2012;153;05:16:00;68;12;WDRobinson;44.68324_-123.46806;44.68324_-123.46806_153_68_12
amro;60;cs;1;1;1;1;1;1;44.68324;-123.46806;01.06.2012;153;05:16:00;68;12;WDRobinson;44.68324_-123.46806;44.68324_-123.46806_153_68_12
amro;40;c;1;1;1;1;1;1;44.69566;-123.47464;01.06.2012;153;05:30:00;82;12;WDRobinson;44.69566_-123.47464;44.69566_-123.47464_153_82_12
amro;105;s;1;1;1;1;1;1;44.70051;-123.4785;01.06.2012;153;05:37:00;89;12;WDRobinson;44.70051_-123.4785;44.70051_-123.4785_153_89_12
amro;58;s;0;0;1;1;1;3;44.70051;-123.4785;01.06.2012;153;05:37:00;89;12;WDRobinson;44.70051_-123.4785;44.70051_-123.4785_153_89_12
amro;125;s;1;1;1;1;1;1;44.70266;-123.4894;01.06.2012;153;05:44:00;96;12;WDRobinson;44.70266_-123.4894;44.70266_-123.4894_153_96_12
amro;150;s;0;0;1;1;1;3;44.71266;-123.49093;01.06.2012;153;05:52:00;104;12;WDRobinson;44.71266_-123.49093;44.71266_-123.49093_153_104_12
amro;125;s;0;0;0;0;1;5;44.71658;-123.49901;01.06.2012;153;06:00:00;112;12;WDRobinson;44.71658_-123.49901;44.71658_-123.49901_153_112_12
amro;160;s;1;1;1;1;1;1;44.71939;-123.50805;01.06.2012;153;06:07:00;119;12;WDRobinson;44.71939_-123.50805;44.71939_-123.50805_153_119_12
amro;35;c;0;1;1;1;1;2;44.71939;-123.50805;01.06.2012;153;06:07:00;119;12;WDRobinson;44.71939_-123.50805;44.71939_-123.50805_153_119_12
amro;70;s;1;1;1;1;1;1;44.67586;-123.47694;01.06.2012;153;07:04:00;176;12;WDRobinson;44.67586_-123.47694;44.67586_-123.47694_153_176_12
amro;95;c;0;0;1;1;1;3;44.67517;-123.50595;01.06.2012;153;07:34:00;206;12;WDRobinson;44.67517_-123.50595;44.67517_-123.50595_153_206_12
amro;200;c;0;0;1;0;0;3;44.67414;-123.51353;01.06.2012;153;07:41:00;213;12;WDRobinson;44.67414_-123.51353;44.67414_-123.51353_153_213_12
amro;35;c;0;0;0;0;1;5;44.67414;-123.51353;01.06.2012;153;07:41:00;213;12;WDRobinson;44.67414_-123.51353;44.67414_-123.51353_153_213_12
amro;75;c;1;1;0;0;1;1;44.66588;-123.53021;01.06.2012;153;07:58:00;230;12;WDRobinson;44.66588_-123.53021;44.66588_-123.53021_153_230_12
amro;170;cs;1;1;1;1;1;1;44.66585;-123.54032;01.06.2012;153;08:06:00;237;12;WDRobinson;44.66585_-123.54032;44.66585_-123.54032_153_237_12
amro;170;s;1;0;0;0;0;1;44.66248;-123.54963;01.06.2012;153;08:13:00;244;12;WDRobinson;44.66248_-123.54963;44.66248_-123.54963_153_244_12
amro;105;s;1;1;1;1;1;1;44.65942;-123.55628;01.06.2012;153;08:24:00;255;12;WDRobinson;44.65942_-123.55628;44.65942_-123.55628_153_255_12
amro;35;c;0;1;1;1;1;2;44.65832;-123.56255;01.06.2012;153;08:31:00;262;12;WDRobinson;44.65832_-123.56255;44.65832_-123.56255_153_262_12
amro;40;c;1;1;1;1;0;1;44.68743;-123.55145;01.06.2012;153;08:50:00;282;12;WDRobinson;44.68743_-123.55145;44.68743_-123.55145_153_282_12
amro;25;cv;0;0;0;0;1;5;44.68743;-123.55145;01.06.2012;153;08:50:00;282;12;WDRobinson;44.68743_-123.55145;44.68743_-123.55145_153_282_12
amro;31;cv;0;0;1;1;0;3;44.68404;-123.54534;01.06.2012;153;08:57:00;289;12;WDRobinson;44.68404_-123.54534;44.68404_-123.54534_153_289_12
amro;90;s;0;0;0;1;0;4;44.68636;-123.52709;01.06.2012;153;09:12:00;304;12;WDRobinson;44.68636_-123.52709;44.68636_-123.52709_153_304_12
amro;50;s;1;1;1;1;1;1;44.6692;-123.46786;01.06.2012;153;09:57:00;349;12;WDRobinson;44.6692_-123.46786;44.6692_-123.46786_153_349_12
amro;78;s;1;1;1;1;1;1;44.6692;-123.46786;01.06.2012;153;09:57:00;349;12;WDRobinson;44.6692_-123.46786;44.6692_-123.46786_153_349_12
amro;70;s;1;1;1;1;1;1;44.66414;-123.45193;01.06.2012;153;10:13:00;365;12;WDRobinson;44.66414_-123.45193;44.66414_-123.45193_153_365_12
amro;140;s;0;1;1;1;1;2;44.65591;-123.4549;01.06.2012;153;10:21:00;373;12;WDRobinson;44.65591_-123.4549;44.65591_-123.4549_153_373_12
amro;110;s;1;1;0;0;0;1;44.64056;-123.45242;01.06.2012;153;10:39:00;391;12;WDRobinson;44.64056_-123.45242;44.64056_-123.45242_153_391_12
amro;30;c;1;1;1;1;0;1;44.63455;-123.4638;01.06.2012;153;10:55:00;407;12;WDRobinson;44.63455_-123.4638;44.63455_-123.4638_153_407_12
amro;70;c;0;1;1;0;0;2;44.63898;-123.44374;01.06.2012;153;11:08:00;420;12;WDRobinson;44.63898_-123.44374;44.63898_-123.44374_153_420_12
amro;60;s;0;0;0;1;1;4;44.6388;-123.4343;01.06.2012;153;11:16:00;428;12;WDRobinson;44.6388_-123.4343;44.6388_-123.4343_153_428_12
amro;166;s;1;1;1;1;1;1;44.55549;-123.41339;02.06.2012;154;05:04:00;56;12;WDRobinson;44.55549_-123.41339;44.55549_-123.41339_154_56_12
amro;84;s;1;1;1;1;1;1;44.55549;-123.41339;02.06.2012;154;05:04:00;56;12;WDRobinson;44.55549_-123.41339;44.55549_-123.41339_154_56_12
amro;75;sc;1;1;1;1;0;1;44.55614;-123.42275;02.06.2012;154;05:11:00;63;12;WDRobinson;44.55614_-123.42275;44.55614_-123.42275_154_63_12
amro;110;c;0;0;1;1;0;3;44.55614;-123.42275;02.06.2012;154;05:11:00;63;12;WDRobinson;44.55614_-123.42275;44.55614_-123.42275_154_63_12
amro;76;s;1;1;1;1;1;1;44.55186;-123.42924;02.06.2012;154;05:18:00;70;12;WDRobinson;44.55186_-123.42924;44.55186_-123.42924_154_70_12
amro;24;cv;1;0;0;0;0;1;44.54709;-123.43732;02.06.2012;154;05:26:00;78;12;WDRobinson;44.54709_-123.43732;44.54709_-123.43732_154_78_12
amro;14;cv;1;0;0;0;0;1;44.54709;-123.43732;02.06.2012;154;05:26:00;78;12;WDRobinson;44.54709_-123.43732;44.54709_-123.43732_154_78_12
amro;120;s;1;1;1;1;1;1;44.54496;-123.44594;02.06.2012;154;05:33:00;85;12;WDRobinson;44.54496_-123.44594;44.54496_-123.44594_154_85_12
amro;65;s;1;1;1;0;0;1;44.54496;-123.44594;02.06.2012;154;05:33:00;85;12;WDRobinson;44.54496_-123.44594;44.54496_-123.44594_154_85_12
amro;155;s;1;1;1;1;1;1;44.54591;-123.46592;02.06.2012;154;05:47:00;99;12;WDRobinson;44.54591_-123.46592;44.54591_-123.46592_154_99_12
amro;95;scv;0;0;0;1;1;4;44.54591;-123.46592;02.06.2012;154;05:47:00;99;12;WDRobinson;44.54591_-123.46592;44.54591_-123.46592_154_99_12
amro;95;scv;0;0;0;1;1;4;44.54591;-123.46592;02.06.2012;154;05:47:00;99;12;WDRobinson;44.54591_-123.46592;44.54591_-123.46592_154_99_12
amro;110;s;0;1;1;0;0;2;44.5447;-123.50229;02.06.2012;154;06:18:00;130;12;WDRobinson;44.5447_-123.50229;44.5447_-123.50229_154_130_12
amro;170;sw;1;1;1;1;1;1;44.5336;-123.55298;02.06.2012;154;07:15:00;186;12;WDRobinson;44.5336_-123.55298;44.5336_-123.55298_154_186_12
amro;35;c;0;0;1;1;1;3;44.5336;-123.55298;02.06.2012;154;07:15:00;186;12;WDRobinson;44.5336_-123.55298;44.5336_-123.55298_154_186_12
amro;95;c;1;0;1;0;1;1;44.53656;-123.55746;02.06.2012;154;07:22:00;193;12;WDRobinson;44.53656_-123.55746;44.53656_-123.55746_154_193_12
amro;158;cv;0;0;0;1;0;4;44.55701;-123.53633;02.06.2012;154;07:54:00;226;12;WDRobinson;44.55701_-123.53633;44.55701_-123.53633_154_226_12
amro;40;c;0;0;0;0;1;5;44.56072;-123.55424;02.06.2012;154;08:20:00;252;12;WDRobinson;44.56072_-123.55424;44.56072_-123.55424_154_252_12
amro;70;c;1;1;0;0;0;1;44.56417;-123.53284;02.06.2012;154;08:31:00;263;12;WDRobinson;44.56417_-123.53284;44.56417_-123.53284_154_263_12
amro;90;c;0;0;1;0;1;3;44.57621;-123.56427;02.06.2012;154;09:24:00;316;12;WDRobinson;44.57621_-123.56427;44.57621_-123.56427_154_316_12
amro;30;sv;1;1;1;1;1;1;44.57873;-123.5287;02.06.2012;154;09:53:00;345;12;WDRobinson;44.57873_-123.5287;44.57873_-123.5287_154_345_12
amro;48;sv;1;1;1;1;1;1;44.57873;-123.5287;02.06.2012;154;09:53:00;345;12;WDRobinson;44.57873_-123.5287;44.57873_-123.5287_154_345_12
amro;175;s;1;1;1;1;1;1;44.58517;-123.52636;02.06.2012;154;10:01:00;353;12;WDRobinson;44.58517_-123.52636;44.58517_-123.52636_154_353_12
amro;45;s;1;1;1;1;1;1;44.58388;-123.51775;02.06.2012;154;10:09:00;361;12;WDRobinson;44.58388_-123.51775;44.58388_-123.51775_154_361_12
amro;60;s;1;1;1;1;1;1;44.58585;-123.51203;02.06.2012;154;10:18:00;370;12;WDRobinson;44.58585_-123.51203;44.58585_-123.51203_154_370_12
amro;70;s;0;0;0;1;1;4;44.58585;-123.51203;02.06.2012;154;10:18:00;370;12;WDRobinson;44.58585_-123.51203;44.58585_-123.51203_154_370_12
amro;35;s;0;0;1;1;1;3;44.58147;-123.50812;02.06.2012;154;10:26:00;378;12;WDRobinson;44.58147_-123.50812;44.58147_-123.50812_154_378_12
amro;125;s;1;1;1;1;1;1;44.38161;-123.59869;03.06.2012;155;04:58:00;49;12;WDRobinson;44.38161_-123.59869;44.38161_-123.59869_155_49_12
amro;110;s;1;1;1;1;1;1;44.38161;-123.59869;03.06.2012;155;04:58:00;49;12;WDRobinson;44.38161_-123.59869;44.38161_-123.59869_155_49_12
amro;80;s;1;1;1;1;1;1;44.38161;-123.59869;03.06.2012;155;04:58:00;49;12;WDRobinson;44.38161_-123.59869;44.38161_-123.59869_155_49_12
amro;200;s;1;1;1;1;1;1;44.38161;-123.59869;03.06.2012;155;04:58:00;49;12;WDRobinson;44.38161_-123.59869;44.38161_-123.59869_155_49_12
amro;170;s;1;1;1;1;1;1;44.38161;-123.59869;03.06.2012;155;04:58:00;49;12;WDRobinson;44.38161_-123.59869;44.38161_-123.59869_155_49_12
amro;125;s;1;1;1;1;1;1;44.3737;-123.59893;03.06.2012;155;05:06:00;57;12;WDRobinson;44.3737_-123.59893;44.3737_-123.59893_155_57_12
amro;170;s;1;1;1;1;1;1;44.3737;-123.59893;03.06.2012;155;05:06:00;57;12;WDRobinson;44.3737_-123.59893;44.3737_-123.59893_155_57_12
amro;90;c;0;0;1;1;0;3;44.3737;-123.59893;03.06.2012;155;05:06:00;57;12;WDRobinson;44.3737_-123.59893;44.3737_-123.59893_155_57_12
amro;90;c;1;1;0;0;0;1;44.36738;-123.59895;03.06.2012;155;05:14:00;65;12;WDRobinson;44.36738_-123.59895;44.36738_-123.59895_155_65_12
amro;42;s;1;1;1;1;1;1;44.36738;-123.59895;03.06.2012;155;05:14:00;65;12;WDRobinson;44.36738_-123.59895;44.36738_-123.59895_155_65_12
amro;33;v;1;1;0;0;0;1;44.34771;-123.6107;03.06.2012;155;05:37:00;88;12;WDRobinson;44.34771_-123.6107;44.34771_-123.6107_155_88_12
amro;150;s;1;1;1;1;0;1;44.34771;-123.6107;03.06.2012;155;05:37:00;88;12;WDRobinson;44.34771_-123.6107;44.34771_-123.6107_155_88_12
amro;30;c;1;1;1;0;0;1;44.34771;-123.6107;03.06.2012;155;05:37:00;88;12;WDRobinson;44.34771_-123.6107;44.34771_-123.6107_155_88_12
amro;74;c;1;1;1;1;1;1;44.34013;-123.61092;03.06.2012;155;05:46:00;97;12;WDRobinson;44.34013_-123.61092;44.34013_-123.61092_155_97_12
amro;50;c;0;0;0;0;1;5;44.34013;-123.61092;03.06.2012;155;05:46:00;97;12;WDRobinson;44.34013_-123.61092;44.34013_-123.61092_155_97_12
amro;100;s;1;1;1;1;1;1;44.33293;-123.6137;03.06.2012;155;05:53:00;104;12;WDRobinson;44.33293_-123.6137;44.33293_-123.6137_155_104_12
amro;140;cs;1;1;1;1;1;1;44.33293;-123.6137;03.06.2012;155;05:53:00;104;12;WDRobinson;44.33293_-123.6137;44.33293_-123.6137_155_104_12
amro;65;c;0;0;1;1;1;3;44.33293;-123.6137;03.06.2012;155;05:53:00;104;12;WDRobinson;44.33293_-123.6137;44.33293_-123.6137_155_104_12
amro;50;s;1;1;0;1;1;1;44.32056;-123.61998;03.06.2012;155;06:09:00;119;12;WDRobinson;44.32056_-123.61998;44.32056_-123.61998_155_119_12
amro;70;c;1;1;1;1;1;1;44.30712;-123.64214;03.06.2012;155;06:50:00;160;12;WDRobinson;44.30712_-123.64214;44.30712_-123.64214_155_160_12
amro;60;c;0;0;1;0;0;3;44.29919;-123.64748;03.06.2012;155;07:13:00;183;12;WDRobinson;44.29919_-123.64748;44.29919_-123.64748_155_183_12
amro;40;s;1;1;1;1;1;1;44.28091;-123.65204;03.06.2012;155;07:44:00;214;12;WDRobinson;44.28091_-123.65204;44.28091_-123.65204_155_214_12
amro;470;s;0;1;1;1;1;2;44.29565;-123.66791;03.06.2012;155;07:54:00;224;12;WDRobinson;44.29565_-123.66791;44.29565_-123.66791_155_224_12
amro;400;s;0;0;1;1;1;3;44.29565;-123.66791;03.06.2012;155;07:54:00;224;12;WDRobinson;44.29565_-123.66791;44.29565_-123.66791_155_224_12
amro;38;vc;1;1;1;1;1;1;44.29316;-123.69649;03.06.2012;155;08:17:00;247;12;WDRobinson;44.29316_-123.69649;44.29316_-123.69649_155_247_12
amro;38;vc;1;1;1;1;1;1;44.29316;-123.69649;03.06.2012;155;08:17:00;247;12;WDRobinson;44.29316_-123.69649;44.29316_-123.69649_155_247_12
amro;38;vc;1;1;1;1;1;1;44.29316;-123.69649;03.06.2012;155;08:17:00;247;12;WDRobinson;44.29316_-123.69649;44.29316_-123.69649_155_247_12
amro;38;vc;1;1;1;1;1;1;44.29316;-123.69649;03.06.2012;155;08:17:00;247;12;WDRobinson;44.29316_-123.69649;44.29316_-123.69649_155_247_12
amro;38;vc;1;1;1;1;1;1;44.29316;-123.69649;03.06.2012;155;08:17:00;247;12;WDRobinson;44.29316_-123.69649;44.29316_-123.69649_155_247_12
amro;38;vc;1;1;1;1;1;1;44.29316;-123.69649;03.06.2012;155;08:17:00;247;12;WDRobinson;44.29316_-123.69649;44.29316_-123.69649_155_247_12
amro;38;vc;1;1;1;1;1;1;44.29316;-123.69649;03.06.2012;155;08:17:00;247;12;WDRobinson;44.29316_-123.69649;44.29316_-123.69649_155_247_12
amro;38;vc;1;1;1;1;1;1;44.29316;-123.69649;03.06.2012;155;08:17:00;247;12;WDRobinson;44.29316_-123.69649;44.29316_-123.69649_155_247_12
amro;62;s;1;1;1;1;1;1;44.28872;-123.70361;03.06.2012;155;08:47:00;277;12;WDRobinson;44.28872_-123.70361;44.28872_-123.70361_155_277_12
amro;70;c;1;1;1;1;1;1;44.31102;-123.73265;03.06.2012;155;09:29:00;319;12;WDRobinson;44.31102_-123.73265;44.31102_-123.73265_155_319_12
amro;100;c;0;0;0;0;1;5;44.31235;-123.74081;03.06.2012;155;09:36:00;326;12;WDRobinson;44.31235_-123.74081;44.31235_-123.74081_155_326_12
amro;90;c;1;1;0;1;1;1;44.31882;-123.74287;03.06.2012;155;09:43:00;333;12;WDRobinson;44.31882_-123.74287;44.31882_-123.74287_155_333_12
amro;60;c;0;0;1;1;1;3;44.31882;-123.74287;03.06.2012;155;09:43:00;333;12;WDRobinson;44.31882_-123.74287;44.31882_-123.74287_155_333_12
amro;50;c;0;0;0;0;1;5;44.31587;-123.75169;03.06.2012;155;09:50:00;340;12;WDRobinson;44.31587_-123.75169;44.31587_-123.75169_155_340_12
amro;90;s;1;1;0;0;0;1;44.32483;-123.77914;03.06.2012;155;10:20:00;370;12;WDRobinson;44.32483_-123.77914;44.32483_-123.77914_155_370_12
amro;160;s;0;1;1;1;0;2;44.33232;-123.80498;03.06.2012;155;10:41:00;391;12;WDRobinson;44.33232_-123.80498;44.33232_-123.80498_155_391_12
amro;31;v;1;1;1;1;0;1;44.28537;-123.72074;03.06.2012;155;11:22:00;432;12;WDRobinson;44.28537_-123.72074;44.28537_-123.72074_155_432_12
amro;40;s;0;0;0;1;1;4;44.28537;-123.72074;03.06.2012;155;11:22:00;432;12;WDRobinson;44.28537_-123.72074;44.28537_-123.72074_155_432_12
amro;125;s;1;1;1;1;1;1;44.52618;-123.34863;04.06.2012;156;06:38:00;152;12;WDRobinson;44.52618_-123.34863;44.52618_-123.34863_156_152_12
amro;220;s;1;1;1;1;1;1;44.52618;-123.34863;04.06.2012;156;06:38:00;152;12;WDRobinson;44.52618_-123.34863;44.52618_-123.34863_156_152_12
amro;90;s;1;1;1;1;1;1;44.51819;-123.34858;04.06.2012;156;06:49:00;162;12;WDRobinson;44.51819_-123.34858;44.51819_-123.34858_156_162_12
amro;240;s;1;1;1;1;1;1;44.3051;-123.31458;04.06.2012;156;07:22:00;194;12;WDRobinson;44.3051_-123.31458;44.3051_-123.31458_156_194_12
amro;160;s;1;1;1;1;1;1;44.3051;-123.31458;04.06.2012;156;07:22:00;194;12;WDRobinson;44.3051_-123.31458;44.3051_-123.31458_156_194_12
amro;370;s;0;1;1;1;1;2;44.29962;-123.31805;04.06.2012;156;07:29:00;201;12;WDRobinson;44.29962_-123.31805;44.29962_-123.31805_156_201_12
amro;125;s;1;1;1;1;1;1;44.29878;-123.32709;04.06.2012;156;07:38:00;210;12;WDRobinson;44.29878_-123.32709;44.29878_-123.32709_156_210_12
amro;145;c;0;1;1;1;1;2;44.29878;-123.32709;04.06.2012;156;07:38:00;210;12;WDRobinson;44.29878_-123.32709;44.29878_-123.32709_156_210_12
amro;160;s;1;1;0;0;1;1;44.2958;-123.33543;04.06.2012;156;07:46:00;218;12;WDRobinson;44.2958_-123.33543;44.2958_-123.33543_156_218_12
amro;148;s;1;1;1;1;1;1;44.29395;-123.35601;04.06.2012;156;08:07:00;239;12;WDRobinson;44.29395_-123.35601;44.29395_-123.35601_156_239_12
amro;250;s;0;0;0;0;1;5;44.29521;-123.36196;04.06.2012;156;08:14:00;246;12;WDRobinson;44.29521_-123.36196;44.29521_-123.36196_156_246_12
amro;150;s;0;1;1;1;1;2;44.29916;-123.36625;04.06.2012;156;08:23:00;255;12;WDRobinson;44.29916_-123.36625;44.29916_-123.36625_156_255_12
amro;20;c;1;1;1;1;1;1;44.2963;-123.37775;04.06.2012;156;08:42:00;274;12;WDRobinson;44.2963_-123.37775;44.2963_-123.37775_156_274_12
amro;225;s;0;1;1;1;1;2;44.2963;-123.37775;04.06.2012;156;08:42:00;274;12;WDRobinson;44.2963_-123.37775;44.2963_-123.37775_156_274_12
amro;50;s;1;1;1;1;1;1;44.3005;-123.38385;04.06.2012;156;09:10:00;302;12;WDRobinson;44.3005_-123.38385;44.3005_-123.38385_156_302_12
amro;85;s;0;0;1;1;1;3;44.3005;-123.38385;04.06.2012;156;09:10:00;302;12;WDRobinson;44.3005_-123.38385;44.3005_-123.38385_156_302_12
amro;30;s;1;1;1;0;1;1;44.29994;-123.39388;04.06.2012;156;09:18:00;310;12;WDRobinson;44.29994_-123.39388;44.29994_-123.39388_156_310_12
amro;125;v;1;0;0;0;0;1;44.29994;-123.39388;04.06.2012;156;09:18:00;310;12;WDRobinson;44.29994_-123.39388;44.29994_-123.39388_156_310_12
amro;80;sc;1;1;0;0;1;1;44.30112;-123.40443;04.06.2012;156;09:27:00;319;12;WDRobinson;44.30112_-123.40443;44.30112_-123.40443_156_319_12
